@id,dc:source,dct:description,op:featureOfInterest,op:objectOfInterest,qudt:generalization,qudt:generalizationOfSystem,qudt:specialization,qudt:unit,rdf:type,rdfs:comment,rdfs:label,rdfs:seeAlso,skos:altLabel,skos:broader,skos:broaderTransitive,skos:changeNote,skos:definition,skos:historyNote,skos:member,skos:narrower,skos:notation,skos:prefLabel,skos:related
<http://registry.it.csiro.au/def/environment/property/lanthanum_concentration>,eReefs,'lanthanum concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/lanthanum>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",lanthanum concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>,"","","","","","","",'lanthanum concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/lead_concentration>,eReefs,'lead concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/lead>,<http://registry.it.csiro.au/def/environment/property/post-transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",lead concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/post-transition_metal_concentration>,"","","","","","","",'lead concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/life_form_observables>,"",'A collection of observable organism properties'^^xsd:string,"","","","","","",skos:Collection,'A collection of observable organism properties'^^xsd:string,'life form observable properties'@en,"","","","","","","",<http://registry.it.csiro.au/def/environment/property/coliform_concentration>|<http://registry.it.csiro.au/def/environment/property/estuarine_crocodile_concentration>|<http://registry.it.csiro.au/def/environment/property/escherichia_coli_count>|<http://registry.it.csiro.au/def/environment/property/johnstons_crocodile_concentration>|<http://registry.it.csiro.au/def/environment/property/streptococcus_concentration>|<http://registry.it.csiro.au/def/environment/property/faecal_streptococci_concentration>|<http://registry.it.csiro.au/def/environment/property/bacteria_total>|<http://registry.it.csiro.au/def/environment/property/faecal_coliform_concentration>|<http://registry.it.csiro.au/def/environment/property/total_plate_count>|<http://registry.it.csiro.au/def/environment/property/crocodile_concentration>,"","",'life form observable properties'@en,""
<http://registry.it.csiro.au/def/environment/property/lithium_concentration>,eReefs,'lithium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/lithium>,<http://registry.it.csiro.au/def/environment/property/alkali_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",lithium concentration,"","",<http://registry.it.csiro.au/def/environment/property/alkali_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'lithium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/lutetium_concentration>,eReefs,'lutetium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/lutetium>,<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",lutetium concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>,"","","","","","","",'lutetium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/magnesium_concentration>,eReefs,'magnesium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/magnesium>,<http://registry.it.csiro.au/def/environment/property/alkaline_earth_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerKilogram>|<http://qudt.org/vocab/unit#Percent>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",magnesium concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/alkaline_earth_metal_concentration>,"","","","","","","",'magnesium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/major_element_observables>,"",'A collection of observable major elements as specified by Australian Bureau of Meterology water and groundwater authorities.'^^xsd:string,"","","","","","",skos:Collection,'A collection of observable major elements as specified by Australian Bureau of Meterology water and groundwater authorities.'^^xsd:string,'major element observable properties'@en,"","","","","","","",<http://registry.it.csiro.au/def/environment/property/magnesium_concentration>|<http://registry.it.csiro.au/def/environment/property/calcium_concentration>|<http://registry.it.csiro.au/def/environment/property/potassium_concentration>|<http://registry.it.csiro.au/def/environment/property/chloride_concentration>|<http://registry.it.csiro.au/def/environment/property/sodium_concentration>|<http://registry.it.csiro.au/def/environment/property/alkalinity-bicarbonate_as_CaCO3>|<http://registry.it.csiro.au/def/environment/property/sulfate_concentration>,"","",'major element observable properties'@en,""
<http://registry.it.csiro.au/def/environment/property/manganese_concentration>,eReefs,'manganese concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/manganese>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>,"","",<http://qudt.org/vocab/unit#Percent>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",manganese concentration,"","",<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'manganese concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/mercury_concentration>,eReefs,'mercury concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/mercury>,<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",mercury concentration,"","",<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'mercury concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/metal_concentration>,eReefs,'metal concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/metal>,<http://qudt.org/vocab/quantity#Concentration>,"",<http://registry.it.csiro.au/def/environment/property/alkali_metal_concentration>|<http://registry.it.csiro.au/def/environment/property/rare_earth_element_concentration>|<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>|<http://registry.it.csiro.au/def/environment/property/post-transition_metal_concentration>|<http://registry.it.csiro.au/def/environment/property/alkaline_earth_metal_concentration>|<http://registry.it.csiro.au/def/environment/property/actinide_concentration>,"",qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",metal concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/alkali_metal_concentration>|<http://registry.it.csiro.au/def/environment/property/alkaline_earth_metal_concentration>|<http://registry.it.csiro.au/def/environment/property/actinide_concentration>|<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>|<http://registry.it.csiro.au/def/environment/property/post-transition_metal_concentration>|<http://registry.it.csiro.au/def/environment/property/rare_earth_element_concentration>,"",'metal concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/metalloid_concentration>,eReefs,'metalloid concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/metalloid>,<http://qudt.org/vocab/quantity#Concentration>,"","","",op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",metalloid concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'metalloid concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/methane_concentration>,eReefs,'methane concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/methane>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MolPercent>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",methane concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>,"","","","","","","",'methane concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/methoxychlor_concentration>,eReefs,'methoxychlor concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/methoxychlor>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/pesticide_organochlorine_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",methoxychlor concentration,"","'1,1,1-trichloro-2,2-bis(4-methoxyphenyl)ethane concentration'^^xsd:string",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/pesticide_organochlorine_concentration>,"","","","","","","",'methoxychlor concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/methyl_isobutyl_ketone_concentration>,eReefs,'4-methylpentan-2-one concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/methyl_isobutyl_ketone>,<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",4-methylpentan-2-one concentration,"",'methyl isobutyl ketone concentration'^^xsd:string,<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'4-methylpentan-2-one concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/methyl_tert-butyl_ether_concentration>,eReefs,'2-Methoxy-2-methylpropane concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/methyl_tert-butyl_ether>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",2-Methoxy-2-methylpropane concentration,"",'methyl tert-butyl ether concentration'^^xsd:string,<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'2-Methoxy-2-methylpropane concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/methylmercury_concentration>,eReefs,'monomethylmercury(II) cation concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/methylmercury>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>,"","","",op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",monomethylmercury(II) cation concentration,"",'methylmercury concentration'^^xsd:string,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>,"","","","","","","",'monomethylmercury(II) cation concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/methylphenol_234_concentration>,eReefs,'tricresol concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/methylphenol_234>,<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",tricresol concentration,"","'methylphenol (o, m, p) concentration'^^xsd:string|'3- & 4-Methylphenol concentration'^^xsd:string",<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'tricresol concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/methylphenol_2_concentration>,eReefs,'2-methylphenol concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/methylphenol_2>,<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",2-methylphenol concentration,"",'o-cresal concentration'^^xsd:string,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>,"","","","","","","",'2-methylphenol concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/minor-trace_element_observables>,"",'A collection of observable minor trace elements as specified by Australian Bureau of Meterology water and groundwater authorities.'^^xsd:string,"","","","","","",skos:Collection,'A collection of observable minor trace elements as specified by Australian Bureau of Meterology water and groundwater authorities.'^^xsd:string,'minor or trace element observable properties'@en,"","","","","","","",<http://registry.it.csiro.au/def/environment/property/zirconium_concentration>|<http://registry.it.csiro.au/def/environment/property/mercury_concentration>|<http://registry.it.csiro.au/def/environment/property/phosphate_concentration>|<http://registry.it.csiro.au/def/environment/property/chromium_concentration>|<http://registry.it.csiro.au/def/environment/property/vanadium_concentration>|<http://registry.it.csiro.au/def/environment/property/iron_concentration>|<http://registry.it.csiro.au/def/environment/property/zinc_concentration>|<http://registry.it.csiro.au/def/environment/property/nitrate_nitrite_concentration>|<http://registry.it.csiro.au/def/environment/property/nickel_concentration>|<http://registry.it.csiro.au/def/environment/property/titanium_concentration>|<http://registry.it.csiro.au/def/environment/property/ammonium_concentration>|<http://registry.it.csiro.au/def/environment/property/copper_concentration>|<http://registry.it.csiro.au/def/environment/property/nitrite_concentration>|<http://registry.it.csiro.au/def/environment/property/bromide_concentration>|<http://registry.it.csiro.au/def/environment/property/manganese_concentration>|<http://registry.it.csiro.au/def/environment/property/silver_concentration>|<http://registry.it.csiro.au/def/environment/property/nitrate_concentration>|<http://registry.it.csiro.au/def/environment/property/fluoride_concentration>|<http://registry.it.csiro.au/def/environment/property/cobalt_concentration>|<http://registry.it.csiro.au/def/environment/property/nitrogen_concentration>|<http://registry.it.csiro.au/def/environment/property/molybdenum_concentration>|<http://registry.it.csiro.au/def/environment/property/cadmium_concentration>,"","",'minor or trace element observable properties'@en,""
<http://registry.it.csiro.au/def/environment/property/molybdenum_concentration>,eReefs,'molybdenum concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/molybdenum>,<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",molybdenum concentration,"","",<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'molybdenum concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/monocyclic_aromatic_hydrocarbon_concentration>,eReefs,'monocyclic aromatic hydrocarbon concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/monocyclic_aromatic_hydrocarbon>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>,"",<http://registry.it.csiro.au/def/environment/property/tert-butylbenzene_concentration>|<http://registry.it.csiro.au/def/environment/property/benzene_concentration>|<http://registry.it.csiro.au/def/environment/property/toluene_concentration>|<http://registry.it.csiro.au/def/environment/property/ethylbenzene_concentration>|<http://registry.it.csiro.au/def/environment/property/isopropylbenzene_concentration>|<http://registry.it.csiro.au/def/environment/property/trimethylbenzene-124_concentration>|<http://registry.it.csiro.au/def/environment/property/trimethylbenzene-135_concentration>|<http://registry.it.csiro.au/def/environment/property/phenol_concentration>,<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",monocyclic aromatic hydrocarbon concentration,"","",<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/trimethylbenzene-135_concentration>|<http://registry.it.csiro.au/def/environment/property/tert-butylbenzene_concentration>|<http://registry.it.csiro.au/def/environment/property/benzene_concentration>|<http://registry.it.csiro.au/def/environment/property/trimethylbenzene-124_concentration>|<http://registry.it.csiro.au/def/environment/property/phenol_concentration>|<http://registry.it.csiro.au/def/environment/property/isopropylbenzene_concentration>|<http://registry.it.csiro.au/def/environment/property/toluene_concentration>|<http://registry.it.csiro.au/def/environment/property/ethylbenzene_concentration>,"",'monocyclic aromatic hydrocarbon concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/n-butane_concentration>,eReefs,'n-butane concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/n-butane>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/butane_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MolPercent>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",n-butane concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/butane_concentration>,"","","","","","","",'n-butane concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/naphthalene_concentration>,eReefs,'naphthalene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/naphthalene>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",naphthalene concentration,"","'bicyclo[4.4.0]deca-1,3,5,7,9-pentene concentration'^^xsd:string",<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'naphthalene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/neodymium_concentration>,eReefs,'neodymium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/neodymium>,<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",neodymium concentration,"","",<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'neodymium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nickel_concentration>,eReefs,'nickel concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nickel>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",nickel concentration,"","",<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'nickel concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrate_concentration>,eReefs,'nitrate N concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrate>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/nitrate_nitrite_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerCubicMeter>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerKilogram>,skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",nitrate N concentration,"","",<http://registry.it.csiro.au/def/environment/property/nitrate_nitrite_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'nitrate N concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrate_nitrite_concentration>,eReefs,'nitrate and nitrite N concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrate_nitrite>,<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"",<http://registry.it.csiro.au/def/environment/property/nitrite_concentration>|<http://registry.it.csiro.au/def/environment/property/nitrate_concentration>,<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",nitrate and nitrite N concentration,"","",<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/nitrate_concentration>|<http://registry.it.csiro.au/def/environment/property/nitrite_concentration>,"",'nitrate and nitrite N concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrite_concentration>,eReefs,'nitrite N concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrite>,<http://registry.it.csiro.au/def/environment/property/nitrate_nitrite_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",nitrite N concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/nitrate_nitrite_concentration>,"","","","","","","",'nitrite N concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrogen_albuminoid>,eReefs,'albuminoid nitrogen concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrogen>,<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","",skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",albuminoid nitrogen concentration,"","",<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>,"","","","","","","",'albuminoid nitrogen concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrogen_concentration>,eReefs,'nitrogen concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrogen>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerCubicMeter>|<http://http://registry.it.csiro.au/def/environment/unit/MolPercent>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerSquareMeter>,skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",nitrogen concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>,"","","","","","","",'nitrogen concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrogen_concentration-dissolved>,eReefs,'dissolved nitrogen concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrogen>,<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerCubicMeter>|<http://http://registry.it.csiro.au/def/environment/unit/MolPercent>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerSquareMeter>,skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",dissolved nitrogen concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>,"","","","","","","",'dissolved nitrogen concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrogen_concentration-kjeldahl>,eReefs,'concentration of combined organic nitrogen and ammonia as N'^^xsd:string,"",<http://registry.it.csiro.au/def/environment/object/nitrogen>,<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",nitrogen concentration - kjeldahl method,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>,"","",'concentration of combined organic nitrogen and ammonia as N'^^xsd:string,"","","","",'nitrogen concentration - kjeldahl method'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrogen_inorganic_concentration>,eReefs,'inorganic nitrogen concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrogen_inorganic>,<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerCubicMeter>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",inorganic nitrogen concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'inorganic nitrogen concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrogen_organic_concentration>,eReefs,'organic nitrogen concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrogen_organic>,<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerCubicMeter>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",organic nitrogen concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'organic nitrogen concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/nitrogen_oxides_concentration>,eReefs,'nitrogen oxides concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/nitrogen>|<http://registry.it.csiro.au/def/environment/object/nitrogen_dioxide>|<http://registry.it.csiro.au/def/environment/object/nitric_oxide>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerSquareMeter>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerCubicMeter>|<http://http://registry.it.csiro.au/def/environment/unit/MolPercent>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",nitrogen oxides concentration,"","",<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://registry.it.csiro.au/def/environment/property/nutrient_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'nitrogen oxides concentration'@en,""
